GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
model,com.jsql.model.injection.vendor.model.yaml,Boolean,0,75,0,0,0,29,0,15,0,15
model,com.jsql.model.injection.vendor.model.yaml,Fingerprint,15,35,0,0,5,13,2,7,2,7
model,com.jsql.model.injection.vendor.model.yaml,Schema,0,45,0,0,0,17,0,9,0,9
model,com.jsql.model.injection.vendor.model.yaml,Test,37,98,0,0,13,18,6,9,6,9
model,com.jsql.model.injection.vendor.model.yaml,Write,0,23,0,0,0,9,0,5,0,5
model,com.jsql.model.injection.vendor.model.yaml,Error,0,15,0,0,0,5,0,3,0,3
model,com.jsql.model.injection.vendor.model.yaml,Method,0,34,0,0,0,13,0,7,0,7
model,com.jsql.model.injection.vendor.model.yaml,Fields,0,23,0,0,0,9,0,5,0,5
model,com.jsql.util,AnsiColorUtil,3,3,0,0,1,1,1,1,1,1
model,com.jsql.util,CsrfUtil,143,315,11,19,28,76,10,19,1,13
model,com.jsql.util,StringUtil.CharEncoder,0,26,0,0,0,10,0,2,0,2
model,com.jsql.util,I18nUtil,65,41,4,6,10,7,7,6,5,3
model,com.jsql.util,ExceptionUtil,25,14,0,0,8,5,2,2,2,2
model,com.jsql.util,PreferencesUtil,186,1115,0,0,69,296,43,85,43,85
model,com.jsql.util,CertificateUtil.new X509TrustManager() {...},1,10,0,0,1,3,1,3,1,3
model,com.jsql.util,ConnectionUtil,68,500,9,33,17,118,11,38,2,26
model,com.jsql.util,JsonUtil,47,317,5,27,11,75,4,22,0,10
model,com.jsql.util,ConnectionUtil.new Authenticator() {...},0,23,0,0,0,4,0,2,0,2
model,com.jsql.util,CertificateUtil,6,39,0,0,2,10,0,3,0,3
model,com.jsql.util,AuthenticationUtil.new Authenticator() {...},11,6,0,0,2,1,1,1,1,1
model,com.jsql.util,GitUtil.ShowOnConsole,0,15,0,0,0,3,0,1,0,1
model,com.jsql.util,SoapUtil,28,238,3,19,8,58,3,17,0,9
model,com.jsql.util,TamperingUtil,107,308,2,14,36,80,15,24,13,18
model,com.jsql.util,GitUtil,382,9,22,0,83,4,20,2,9,2
model,com.jsql.util,ThreadUtil,26,82,2,4,6,24,3,8,1,7
model,com.jsql.util,ExceptionUtil.ExceptionHandler,133,0,14,0,30,0,11,0,4,0
model,com.jsql.util,FormUtil,232,18,17,1,43,7,13,3,4,3
model,com.jsql.util,LogLevelUtil,0,25,0,0,0,6,0,1,0,1
model,com.jsql.util,PropertiesUtil,16,28,3,1,4,10,2,3,0,3
model,com.jsql.util,AuthenticationUtil,114,150,11,5,21,46,11,13,4,12
model,com.jsql.util,CookiesUtil,29,162,5,9,7,33,5,11,0,9
model,com.jsql.util,MultipartUtil,23,112,2,6,6,27,2,8,0,6
model,com.jsql.util,UserAgentUtil,8,23,0,0,4,8,2,4,2,4
model,com.jsql.util,DigestUtil,6,243,2,6,2,44,2,10,0,8
model,com.jsql.util,StringUtil,6,394,0,22,2,93,0,40,0,29
model,com.jsql.util,ProxyUtil,350,62,23,3,81,17,32,5,19,5
model,com.jsql.util,HeaderUtil,70,427,18,46,12,88,16,30,0,14
model,com.jsql.util,ParameterUtil,151,635,30,72,42,151,28,59,4,32
model,com.jsql.model.suspendable.callable,CallablePageSource,0,44,0,0,0,14,0,6,0,6
model,com.jsql.model.suspendable.callable,ThreadFactoryCallable,0,13,0,0,0,4,0,2,0,2
